847 9215
90 220 660
735 795 19797
720 40 25792
812 597 16075
527 349 29661
759 423 23828
371 306 27893
584 222 8129
843 418 12124
25 653 2289
118 668 30146
206 593 19510
572 271 30466
697 665 3085
304 338 12035
590 484 20635
524 56 18456
628 41 3406
519 705 24652
291 84 3998
130 575 17260
773 817 23437
315 47 15777
474 356 19143
139 684 13309
495 795 18799
640 55 1863
780 85 22515
329 736 15080
368 51 7046
721 783 15565
43 746 20238
150 662 19602
596 144 25768
745 705 12121
506 343 11280
711 838 27414
34 202 27790
540 427 32566
449 524 8505
526 836 18928
35 722 31919
661 13 20638
442 772 5520
784 548 18155
680 666 12126
478 270 17348
303 152 2968
594 61 25671
285 566 7458
751 183 31781
333 6 27733
259 492 12334
359 10 1109
555 256 17167
138 817 29310
734 684 17753
123 683 18175
334 190 4465
545 662 12803
830 373 20734
275 175 23284
590 131 3300
47 379 30657
317 721 18940
278 215 2092
284 215 17402
382 686 32131
109 280 17737
705 346 4449
628 657 13766
583 530 11836
448 71 5018
311 398 8943
592 175 28843
810 81 30339
266 218 5204
538 133 9191
558 827 21608
756 617 23887
723 771 27058
656 405 17780
510 11 17252
756 814 24819
207 88 31287
488 258 27762
529 127 20278
350 607 21596
108 392 27478
700 279 20812
608 589 11383
89 408 14472
813 310 352
657 273 29206
342 687 9817
126 560 15702
749 34 17439
263 329 26302
118 456 21992
673 742 31935
41 558 27034
606 780 13985
233 634 23729
100 449 27384
226 518 3714
380 92 11044
264 375 29757
487 255 15223
705 166 17292
477 485 30006
351 374 28385
189 285 30447
515 760 31430
810 25 31969
290 625 21982
497 673 7776
535 47 25932
94 455 20093
242 192 30139
200 304 11617
300 582 17734
84 25 17684
559 312 29922
755 427 1964
583 635 28709
512 25 7699
15 343 20601
263 713 7658
608 364 32030
576 44 25138
469 192 23427
322 394 21951
202 645 23525
573 340 20389
551 320 7222
271 307 280
497 496 20398
175 776 12675
152 60 9118
291 789 28852
711 279 2656
39 532 20597
772 694 15218
628 633 28144
639 660 25627
575 764 26787
133 349 1590
202 669 10199
22 769 27373
61 313 20699
275 621 28049
83 674 24425
532 279 18127
675 204 16131
215 79 31471
313 469 24362
624 216 11750
262 372 21952
180 361 30298
332 416 2542
326 380 25847
406 737 26471
605 779 26517
536 492 3299
234 798 2090
631 460 6691
38 514 21882
133 20 223
773 159 6146
796 131 22887
415 138 24469
109 731 1770
29 619 1692
333 355 16534
257 717 3584
54 91 11278
696 425 16678
474 429 27377
792 459 29569
7 663 1478
697 293 15998
156 521 6507
668 39 11501
524 8 29063
519 272 23247
74 388 14782
603 3 1119
32 821 4504
84 460 28857
706 611 585
818 840 28369
171 773 18992
53 370 29473
720 434 4853
519 744 17186
767 411 11606
715 807 29483
59 758 14845
524 23 28751
233 730 18682
316 266 13128
138 656 430
265 831 23197
410 19 25427
511 346 6525
457 489 12897
426 692 30215
838 487 16763
652 368 3317
499 782 1205
552 629 18921
21 65 21575
699 753 2761
391 122 15
102 487 18925
454 738 26476
219 825 32270
626 55 16726
270 454 12342
209 65 11983
174 756 10016
819 373 9707
122 804 17611
127 224 20011
554 744 7725
139 761 5863
306 695 10787
423 505 16569
21 374 2987
530 26 5033
671 8 18970
464 287 21875
133 164 12323
17 733 23844
210 836 14757
214 718 9255
433 659 23516
524 358 9970
54 93 11009
756 230 3390
665 631 27025
168 543 18642
31 674 13819
313 15 19245
273 475 12672
459 97 28113
642 77 15826
478 828 4451
447 711 31771
451 378 4704
785 286 29545
671 703 29210
543 296 32184
280 410 2352
139 607 8721
249 765 21710
292 175 10102
693 503 585
625 462 16277
220 439 21756
234 76 31090
565 745 28781
375 482 2955
230 816 1311
757 26 16938
282 668 26795
749 419 18905
348 60 20967
29 153 30513
190 813 22598
419 122 25733
154 628 444
726 408 4884
45 397 11463
539 694 193
428 171 3186
177 613 9355
543 209 19040
172 612 21302
766 704 18253
183 120 30571
526 676 31277
599 178 4272
203 33 19707
686 306 3102
406 170 30121
104 525 12954
240 351 29131
772 109 20727
94 231 11784
307 751 18237
177 708 30500
321 674 19303
331 561 1939
150 191 25936
208 734 14994
532 138 20880
728 206 12030
310 337 6000
225 470 29532
514 297 16961
153 564 467
510 128 26811
545 258 11785
134 640 3376
130 22 28
47 541 30640
747 169 7984
325 356 1913
549 267 13135
384 814 11078
259 91 22916
710 588 18519
367 120 13950
787 828 26186
130 188 13086
261 514 2592
656 361 19390
407 185 21757
796 104 26125
51 41 19334
657 335 10967
332 132 12526
706 756 14363
544 241 11532
131 702 29997
112 826 29480
252 240 18237
401 330 23857
32 131 7689
364 21 25832
484 243 2110
711 470 25300
65 494 1867
405 370 11425
121 649 2578
387 755 24849
326 455 10443
604 709 32675
51 193 8614
399 486 22480
358 120 29447
212 706 9522
355 766 13941
512 465 17656
74 737 27534
374 764 9838
724 318 17571
88 839 15231
481 167 20161
648 618 3969
440 310 3418
574 34 6574
366 682 26059
332 535 11786
148 211 4457
780 772 27316
530 227 19683
626 730 30922
487 60 12826
317 144 16237
181 568 9663
136 445 3212
486 272 5203
748 712 2675
93 489 29275
503 242 27225
383 215 8687
131 424 19301
597 644 5099
547 465 25308
754 818 20856
218 413 5135
816 617 31729
356 446 18497
337 828 7368
319 428 26487
100 633 19972
393 49 16064
189 131 26802
349 365 11248
134 526 837
789 110 6175
28 58 16064
669 308 24201
416 358 20905
434 365 2980
273 106 12391
614 627 11958
696 657 8422
485 305 30940
71 324 2655
68 450 18194
531 92 14219
259 454 16405
57 514 3830
804 739 11252
375 617 28874
706 695 1057
384 757 15351
809 20 10518
47 29 22470
74 164 3094
400 31 6965
123 608 187
254 79 15804
342 498 15684
664 426 13632
685 495 8675
747 334 4960
787 141 32386
437 315 10342
143 371 2994
838 576 31865
415 522 30397
468 261 8173
476 489 2588
505 644 31163
578 294 29373
313 91 10126
661 651 14292
356 690 17636
281 368 32313
119 29 5940
89 10 29047
470 117 15129
442 282 31773
552 470 4853
363 9 9716
477 145 29058
174 597 18970
701 305 23376
561 697 12350
727 165 20515
746 210 15215
284 459 27048
381 351 9781
818 605 20221
139 373 30454
103 207 5376
126 92 18641
6 250 12645
373 765 1137
261 408 15096
545 71 399
196 534 23459
657 777 5397
143 99 10504
552 389 6432
545 125 7886
306 459 21335
602 322 16891
179 135 4944
129 222 5862
609 743 17910
327 213 7085
169 415 23603
164 437 30514
533 303 4681
138 482 4360
476 283 12950
672 498 24796
484 679 10697
676 585 1083
355 180 31652
394 83 8138
813 244 12001
545 327 19773
415 284 27607
621 483 27070
437 29 7412
121 140 4225
831 104 12578
74 28 31664
108 174 32687
761 178 31226
232 724 2652
696 319 12651
566 669 17808
643 690 6226
620 575 30702
714 13 29542
727 215 31158
150 735 21606
817 494 29119
241 178 5860
661 220 28907
577 555 16644
586 315 20063
131 139 3150
753 181 13807
51 504 16103
556 212 18291
758 11 30671
831 833 16646
6 559 12530
411 105 18272
604 417 4145
347 326 18115
681 152 15532
273 807 27706
160 558 24566
126 475 10774
140 812 21243
430 134 27630
806 63 17594
777 239 2407
447 698 6993
734 51 11384
384 845 11187
324 296 12720
502 591 13154
275 701 2250
796 345 31035
452 341 9521
727 107 19972
477 437 10994
156 580 20257
598 313 22432
220 718 17127
481 508 21636
345 298 26165
604 300 20908
795 624 13910
543 798 25012
196 713 13151
837 437 7260
101 776 5761
46 70 8784
80 695 21772
108 361 18087
166 559 21519
762 539 29441
826 825 14813
65 283 24915
544 442 8675
481 135 4802
248 206 27789
677 445 3346
327 616 18478
440 698 28831
123 39 12579
339 796 30426
815 140 22197
257 477 28082
446 663 24409
753 342 24196
842 376 16994
715 20 20315
285 506 9803
173 192 936
77 707 14864
207 155 23999
828 636 9571
477 539 5303
485 563 16019
573 235 27266
286 705 1667
410 254 31833
527 534 18951
590 661 15304
337 832 1396
322 391 10504
114 201 4697
30 157 5992
752 345 4238
162 660 10988
211 140 13082
812 345 27250
762 94 28328
430 626 17401
134 721 19074
318 633 18660
93 426 5698
347 622 17991
702 316 21954
77 37 16807
82 577 8689
666 396 23729
287 614 22671
337 58 17103
797 247 3594
254 608 6576
210 589 7147
647 578 2579
218 607 11153
844 487 8962
530 761 583
790 230 23866
568 150 31605
146 198 26349
160 172 2221
816 521 13757
165 415 31201
356 789 10787
199 272 26314
424 34 698
557 758 25731
232 700 15734
542 53 24356
564 752 22722
507 195 12856
660 115 16312
550 288 12577
675 81 21492
250 591 11461
328 287 19625
389 755 13856
498 444 22025
315 187 30091
15 11 19744
31 53 31959
384 68 29605
500 390 3724
537 716 21629
31 597 32494
68 109 7389
761 476 9117
639 468 14158
5 467 19677
482 313 19715
30 534 4077
548 584 18239
261 614 19458
241 635 19897
689 103 23478
457 689 24647
844 504 25350
94 16 22836
284 557 11841
107 108 13071
451 88 12400
187 457 10192
662 491 28703
688 416 30885
105 236 10122
592 372 13524
776 565 6564
810 684 31586
656 338 12147
158 418 18054
566 511 27047
723 154 8472
581 622 8325
634 814 1394
438 101 121
360 810 25216
571 463 15337
340 127 12022
408 214 6947
569 629 23522
365 329 31095
515 248 12049
466 826 27363
224 765 25349
823 585 18387
643 592 11629
88 433 17639
680 622 20057
407 6 6852
792 810 22954
208 496 9803
836 215 22883
803 802 25559
126 824 747
495 838 18512
371 168 21096
390 45 20788
750 667 18086
577 444 16606
448 22 32092
214 30 28351
741 692 12051
640 348 5206
19 518 6910
769 547 24487
351 665 4792
135 308 23933
788 135 20334
131 578 31943
512 173 10856
70 140 31271
437 766 30239
809 63 677
52 836 28507
394 461 31316
98 286 16674
238 36 4611
206 800 11429
11 408 32404
8 567 17001
773 789 27025
9 402 19543
274 778 26129
682 457 8327
293 628 9750
544 386 8918
819 489 11230
348 115 20395
348 286 4066
647 840 21626
806 690 32638
557 302 2782
170 582 8562
784 539 12650
298 754 25783
513 269 2428
92 255 13157
145 327 9142
477 370 26264
381 830 11504
713 506 31134
455 4 2997
772 611 10696
106 584 8883
751 464 15802
181 759 9889
74 177 27153
617 430 13958
576 590 692
341 658 23408
262 768 12076
657 837 20718
541 264 32214
462 4 2548
428 10 17614
780 247 24048
44 562 4322
687 678 14390
27 585 16882
457 318 6158
690 547 12672
167 79 14862
257 17 11111
767 722 29569
196 733 27115
47 840 12038
652 428 32157
113 28 9655
177 383 24279
727 498 29296
40 779 10668
621 133 1295
199 6 26984
162 112 11845
388 573 13035
47 325 6333
391 15 30384
560 157 6404
186 180 23182
803 234 32029
550 21 583
815 29 20463
395 239 26298
456 700 31581
580 285 21554
836 157 5817
291 796 14050
222 841 25095
652 644 18668
630 741 981
90 416 30598
490 475 8849
214 765 32031
733 45 13215
568 441 19594
731 796 10663
599 58 3488
375 16 22728
511 10 9686
341 181 17082
247 838 10160
447 178 22018
513 279 6702
49 158 21192
754 299 25969
378 209 19693
464 213 25682
514 403 30317
367 359 12966
572 758 20032
519 134 24153
683 761 20266
322 220 13743
486 404 5946
148 103 5962
547 519 567
193 423 24106
736 429 21452
95 599 1495
488 483 26063
576 7 22724
802 545 18533
556 236 28582
238 438 25025
730 685 23092
755 829 14251
534 524 21926
384 618 31480
152 146 15473
189 540 25772
789 138 9099
268 509 17142
546 532 22680
652 447 26708
472 555 4559
352 217 6512
567 229 27514
108 303 9894
247 108 6237
340 159 9256
151 652 24685
669 350 31356
735 260 29909
585 482 20389
799 78 27828
629 109 20858
761 258 5371
132 411 1542
5 660 8697
477 473 9146
289 217 31587
107 750 32008
272 480 1324
414 557 11767
839 460 3974
806 58 13410
6 204 17067
778 32 9950
148 157 11059
411 278 18299
648 656 4646
348 44 1755
453 84 6158
185 210 343
271 450 11444
102 720 25381
90 183 1355
52 568 16835
749 573 12596
293 64 10252
758 333 29098
668 805 8131
165 70 4841
124 647 16001
33 53 17845
133 123 30011
9 287 28241
739 60 26853
191 519 6712
89 696 16348
142 37 24645
718 154 25366
127 119 26369
243 2 13351
790 791 7110
242 300 10857
317 511 31938
240 385 6524
157 629 21668
667 166 2087
30 210 12491
504 814 13816
835 104 20927
383 185 6745
743 424 14722
422 685 6382
91 524 25974
12 547 6252
28 65 4706
52 529 9528
725 97 20023
446 580 7013
365 330 28324
300 598 3055
690 20 5287
37 279 16192
12 788 1161
198 247 27496
456 818 5908
755 226 32395
821 35 13284
825 422 20081
351 222 28186
179 672 9282
763 562 21477
241 600 1996
740 99 5780
116 213 28651
51 4 13356
423 109 9707
677 708 3269
304 280 18421
669 41 7437
692 130 25688
737 666 26094
130 627 12304
252 459 546
611 268 32301
400 303 32740
77 63 25949
233 246 14372
519 828 966
338 841 25130
657 111 3607
99 812 3888
185 127 21104
836 19 2700
730 87 11477
467 691 31735
336 749 11814
245 318 4554
291 271 14294
749 170 22356
582 207 24024
204 57 16271
290 690 19825
829 330 26336
771 840 4858
336 90 15074
234 24 30863
182 211 5573
574 447 30578
49 813 13477
650 372 16941
188 80 25919
370 169 6030
831 433 292
34 195 4083
421 4 3725
409 259 4463
152 758 17589
2 499 8428
692 585 3563
464 92 27739
781 291 28900
415 647 3662
790 814 30698
384 547 17815
86 579 2049
186 593 15289
504 39 29468
617 720 2891
34 178 14317
632 430 5038
264 645 9984
512 675 22933
188 249 22560
840 458 19537
103 374 19504
358 230 21995
686 301 5886
574 163 12386
392 512 18888
549 428 9397
83 831 25179
144 361 10361
69 348 3096
513 388 21802
804 137 22347
195 712 129
643 258 141
156 46 24426
350 400 17711
439 398 9591
51 746 12697
263 82 19443
562 704 28188
112 348 12110
525 502 26345
8 714 12820
429 19 29258
748 424 5878
41 475 6777
791 30 854
186 29 31358
69 185 18380
565 406 28334
261 799 9093
644 310 19417
224 634 16127
7 444 23679
171 424 20424
167 34 17833
640 758 31307
147 89 15670
518 527 26578
623 505 14784
174 331 30275
800 527 2150
526 118 13385
480 412 3860
531 470 22494
477 315 556
692 118 22134
520 91 2711
791 164 3391
207 342 21929
591 241 19758
435 388 23128
818 761 29129
534 440 17851
828 742 10407
845 501 8893
646 370 3303
218 195 15210
73 164 2395
389 464 31220
118 150 15631
26 150 12672
277 386 10170
814 733 366
531 201 14007
67 602 6418
317 446 31994
840 293 3985
744 85 22193
537 617 7307
503 292 1156
28 474 3670
236 320 5055
82 779 8424
246 632 32705
709 717 25807
126 280 11907
661 340 18379
599 402 3363
142 434 26845
69 552 16098
798 537 15800
359 214 26449
194 174 185
377 16 8659
429 792 12915
829 89 18916
138 561 13279
570 147 17746
291 323 13651
533 183 2774
52 809 32015
93 96 31713
67 396 19797
569 597 29419
626 166 22284
435 808 6779
795 645 21899
495 219 10844
660 57 17094
239 90 8463
728 458 7336
722 611 2647
161 21 5308
806 524 2553
467 202 31422
598 728 19967
168 273 18344
495 309 20001
205 593 12876
323 198 26149
412 626 30637
288 627 30545
220 61 20614
845 778 24903
699 760 15044
636 225 23771
205 482 6372
202 269 9165
254 419 616
717 457 26219
834 518 18413
565 635 27778
252 438 29312
32 705 28969
680 317 14659
671 453 24912
833 125 22924
456 147 13075
669 445 15602
155 759 8255
490 302 13843
487 367 14488
549 729 10229
21 795 4272
831 280 30027
273 589 22647
94 406 27657
628 592 28885
18 723 22281
841 223 14810
217 414 17078
612 750 23411
146 783 8940
644 431 18606
457 557 14233
837 345 16860
307 820 6853
700 594 13380
764 290 7671
528 120 5670
18 98 22088
259 433 21549
462 520 15743
448 200 8624
338 192 29688
532 619 3921
832 842 16990
238 100 17366
550 731 19279
517 229 8529
837 290 15496
810 812 5363
764 297 3117
404 18 23071
137 650 14916
485 399 10647
711 525 30595
831 185 13274
749 96 18936
552 372 29193
23 75 7487
118 600 23279
218 236 28471
510 581 29183
194 715 19322
262 587 1132
450 286 22280
149 138 19612
549 279 6879
107 343 11943
676 525 22392
66 670 24746
779 552 17502
272 833 10255
803 221 1633
362 365 28952
219 41 11281
549 542 30801
439 9 29564
6 517 5558
338 576 19822
623 781 1966
251 745 20901
12 212 28718
346 77 29870
189 257 8347
500 767 7021
628 555 24901
330 137 29052
482 457 10138
678 842 32485
76 173 14931
553 34 12001
575 586 9559
409 846 7336
774 677 9984
429 819 23663
814 120 32517
28 618 26153
335 804 19264
142 619 5292
414 790 30971
146 6 10046
765 807 20881
391 661 11457
657 167 24458
107 593 1773
333 113 25970
728 91 6498
12 597 29216
568 824 2934
269 152 22054
229 426 5376
669 656 27810
731 649 28064
509 209 23978
717 347 29485
167 21 19205
192 132 18247
797 449 18419
797 566 19791
234 667 9006
151 421 26918
763 401 30316
312 538 29832
404 221 12555
181 428 25569
174 323 29572
487 557 30112
304 115 30954
611 793 20104
808 695 26995
125 211 21093
236 246 32183
826 525 23128
544 724 15605
845 58 27246
92 704 23531
770 81 27706
742 350 25539
640 328 10619
162 38 25193
303 696 17919
56 450 7346
314 317 9220
212 613 4110
657 518 8386
398 260 21700
307 670 32493
838 198 29411
490 125 13123
124 346 19313
674 628 11146
101 754 9347
176 447 8838
121 816 566
549 790 13269
391 451 4046
123 302 14508
775 372 17247
176 628 4845
795 731 27598
560 279 32273
610 335 19473
342 515 21970
367 533 6121
147 291 4262
273 746 26010
630 358 95
65 821 17736
649 272 21904
730 79 31227
481 109 29319
256 203 6534
375 558 24832
184 505 28598
804 475 18899
364 335 13980
489 514 16238
451 718 2468
324 176 13341
278 340 27770
500 483 32191
15 605 18120
496 701 16707
113 661 247
142 255 1512
383 121 21825
590 713 22098
622 726 4399
677 793 16460
633 164 5855
7 429 4257
43 459 10029
243 706 23478
452 463 18481
582 647 5456
519 416 31397
45 665 21704
444 816 12457
180 101 7741
593 301 3573
171 340 1885
331 238 32408
87 623 7195
561 52 15610
113 236 25358
274 33 19290
196 674 12211
63 45 9276
246 232 17613
313 749 656
365 147 13187
4 218 28018
214 743 29734
90 425 31950
640 429 31637
705 372 25430
783 591 7353
28 459 16249
530 267 16832
85 676 1461
35 573 13606
839 532 20695
607 574 26776
693 56 6474
787 454 24439
138 120 5463
587 712 15999
313 676 1855
176 477 27543
675 122 8313
23 82 32339
505 515 7868
84 486 17689
197 142 6036
375 406 11299
560 263 28087
239 398 10964
322 735 14165
729 490 20764
828 797 32530
103 121 29157
530 779 20856
471 434 2227
602 720 1779
562 610 10244
620 284 16068
603 590 19219
149 615 6500
458 586 8459
802 749 332
517 830 8393
739 566 18219
659 311 15299
475 431 4835
796 30 11181
179 770 15594
579 701 27120
634 718 7135
283 645 12563
99 583 16505
137 590 18335
805 532 3602
477 381 4402
575 261 10370
830 331 19887
780 838 24581
152 845 22484
680 108 10846
236 580 27550
453 360 25719
723 177 21055
232 119 6703
350 151 5269
608 84 31253
431 186 22114
299 460 31038
770 155 2997
753 574 3698
196 734 31006
556 359 21456
10 311 14456
186 633 11821
320 401 26842
425 657 25739
515 235 9317
191 127 14040
140 749 23638
20 281 28381
109 108 8705
773 278 14859
332 807 23899
731 709 456
777 258 26268
347 298 31565
557 280 8420
487 322 26936
143 602 20970
748 230 22618
672 366 5911
678 325 20077
511 293 4770
65 239 15539
727 125 19331
623 340 25003
579 367 20826
830 758 27750
800 217 4507
118 516 3888
571 822 2129
9 126 18261
800 308 481
471 429 7973
165 565 5129
579 225 18613
365 830 13274
253 3 19765
728 160 19025
402 363 30846
49 40 22656
27 90 26386
577 272 1703
343 151 2322
101 333 2096
308 580 3351
163 66 22474
416 546 31732
411 839 13845
442 522 27332
437 268 23204
267 388 6878
486 460 14902
637 325 14199
625 310 30330
132 846 12066
693 818 19136
184 195 31596
333 754 26199
439 572 4933
841 523 28821
804 601 21751
41 723 15285
500 386 31449
712 556 17172
333 143 14848
224 680 18029
763 166 3226
2 604 30505
276 384 29118
13 490 3553
806 546 10956
163 780 3480
330 139 27282
519 492 23854
397 644 3859
203 386 28031
230 108 15362
685 554 13742
252 604 6742
229 792 18999
229 510 11691
70 337 28579
270 673 27022
341 145 12061
715 510 21257
481 554 14849
428 578 22608
266 227 22042
323 200 27491
424 604 5196
297 210 3578
620 208 4572
514 552 11289
835 308 2197
606 788 12319
136 496 3190
717 730 30252
328 697 5556
662 407 32306
304 289 27701
814 76 17166
688 432 17863
656 120 17014
74 476 31428
251 832 21675
676 592 11498
69 766 17444
759 333 10883
569 223 29878
634 716 19511
456 454 9950
366 289 5667
503 800 20280
66 180 5377
404 122 25428
812 460 22150
530 646 13399
588 318 2123
497 548 17716
266 319 19157
139 514 19811
390 80 11918
542 362 6742
73 521 12001
21 244 4389
271 742 25516
375 730 32551
163 585 7102
40 393 875
153 552 13102
628 616 29782
262 461 20125
380 611 3023
615 720 16581
337 532 10685
214 482 20970
230 828 28615
317 706 30976
839 698 10897
316 765 25766
549 347 15345
536 190 1609
604 511 22221
20 263 15365
127 794 10399
150 170 10898
53 804 7230
683 224 11885
349 38 7908
80 621 7883
446 341 27366
768 41 957
293 566 14744
255 676 16956
118 746 21725
516 88 29445
492 286 14452
346 105 15552
441 448 5257
713 328 2756
136 458 22677
757 194 21102
353 733 14750
720 353 9528
349 279 15798
105 175 30524
601 547 3807
406 10 31423
52 181 16550
780 627 30577
459 587 8799
296 110 779
333 226 3994
696 364 11706
98 233 31445
196 129 13752
718 755 4936
676 539 11067
11 25 3301
588 510 8492
246 32 2123
739 330 6066
185 159 1902
525 363 7745
692 580 30564
37 288 1863
92 495 31031
302 175 14603
656 801 21776
23 819 4105
638 199 19292
330 276 12697
487 580 31092
454 846 27971
802 371 15980
396 274 21838
406 355 30727
459 800 26485
845 292 22794
740 473 1210
598 120 20832
52 15 9174
105 526 21971
222 265 11192
154 478 6208
645 829 19468
615 155 17039
814 501 1992
451 24 21983
707 410 2602
48 551 15515
275 586 22702
731 98 14714
709 745 5353
623 452 30358
128 228 22347
228 261 24348
524 408 18475
598 763 29514
339 804 3770
755 333 14763
49 605 19754
776 198 14840
138 816 11717
181 598 11040
297 181 11404
702 444 10801
415 4 23877
190 183 8647
1 225 27856
713 194 25013
766 547 29598
207 409 1765
640 185 13839
390 558 10250
785 667 28138
595 301 2119
751 101 24430
671 425 27931
442 781 16815
103 595 26421
251 590 13618
194 528 30197
751 762 29967
499 97 31692
434 57 28163
609 129 13614
1 515 27224
559 822 1215
576 554 29229
247 808 12739
725 557 5662
251 426 4657
772 235 26624
113 454 3985
46 288 13605
684 564 2777
527 99 28899
199 300 3290
635 337 10083
325 270 8956
257 228 76
118 425 15165
38 170 12592
361 564 949
463 376 3523
63 182 4352
846 525 14399
625 356 30146
150 482 7996
574 464 12348
577 221 20727
57 332 31910
843 527 6802
506 432 16191
651 216 11840
659 321 15737
737 799 11172
382 665 12271
684 725 1982
51 254 10411
74 228 22157
326 370 31092
211 558 8691
20 309 26878
445 760 16836
15 71 21990
598 241 15200
4 556 9329
6 416 30126
277 802 21244
186 748 21299
351 114 13996
60 69 10892
39 683 20227
249 545 4066
22 712 14941
167 172 585
590 838 28297
114 292 26108
134 788 16381
321 609 20724
764 798 18250
475 53 8526
808 292 10212
301 615 11645
745 112 27739
661 253 11322
761 474 27536
242 696 18094
143 50 18324
165 42 12627
752 239 25136
456 388 14445
487 631 27714
323 762 29500
34 812 19575
690 256 23856
431 401 20237
387 662 30401
42 234 13215
401 357 22464
540 556 3878
361 451 23350
831 345 26554
499 723 20785
451 337 15541
283 294 32015
314 41 10560
446 700 7073
344 774 29979
376 818 7946
796 268 7864
674 736 9510
409 579 2196
287 843 6690
244 243 23235
452 443 30811
117 552 32508
371 674 13447
775 600 25428
796 643 14552
581 671 873
13 573 15719
140 444 6186
149 747 31563
760 618 21115
416 151 17700
614 229 8037
146 483 19206
627 339 13465
320 611 2307
260 39 6757
779 786 26315
480 548 9330
468 523 13334
829 693 23781
251 294 16598
65 615 23987
741 614 8550
834 741 594
781 374 3627
392 481 20485
549 58 2917
533 657 32113
727 597 28962
175 335 12874
136 457 21650
222 575 32304
614 203 2863
753 189 12823
351 763 21869
116 639 18891
82 52 502
54 79 31603
766 446 23453
34 539 24867
165 614 17294
440 743 5329
210 164 18015
237 58 4442
51 693 5652
58 122 19276
75 497 27697
689 777 19122
489 334 15986
423 22 11041
432 788 13759
775 100 22951
251 803 19057
591 130 16497
159 819 6670
809 125 24138
575 795 18941
165 664 7223
562 401 26598
715 116 7647
384 511 951
292 5 22919
115 488 2180
490 2 2746
448 40 28864
17 219 7944
287 312 10112
470 259 7766
700 739 3011
110 311 22707
200 505 27643
149 719 25014
835 207 16195
98 192 9676
11 569 12045
642 357 16384
746 424 32551
42 91 14113
627 394 23405
564 107 32599
587 838 22915
451 741 6530
314 524 25185
152 586 31736
348 796 2727
552 132 10368
841 296 29160
163 564 408
88 470 24685
224 73 9577
135 843 22566
275 428 24316
464 363 30910
565 719 11907
473 151 16399
83 264 4056
792 313 10085
307 238 4743
297 673 13143
596 336 6380
70 609 3864
302 127 15455
768 447 3480
599 284 29277
557 267 14788
644 8 13092
30 167 19652
429 262 7248
766 60 15384
533 32 27218
663 762 27341
27 519 14797
220 361 12372
793 21 24141
378 331 11411
480 403 19921
840 345 5202
736 217 18421
283 387 17614
393 743 25704
624 206 9979
247 232 16591
624 260 11613
565 402 27762
510 584 406
602 564 3203
305 546 6395
685 259 12975
656 98 11542
680 723 23710
797 723 16371
367 428 32653
260 434 21868
43 743 27260
400 782 9906
308 38 20136
545 489 1987
57 61 12626
541 577 3722
333 771 15092
192 463 23006
9 448 6014
795 64 10916
347 743 14380
162 235 27568
613 311 4882
102 408 21828
611 703 17786
837 373 22761
584 451 5247
123 615 5330
276 535 23886
548 409 1704
303 626 4203
475 136 24701
671 609 32130
263 278 13976
452 226 18001
449 195 19544
350 803 27446
52 658 30367
803 59 28697
66 183 19074
810 315 12443
398 600 22199
430 588 28145
664 768 22461
525 333 15539
429 524 16965
435 472 21195
790 834 18498
774 245 22170
85 804 10916
152 377 17695
459 524 31110
424 287 32094
741 373 25329
362 589 11899
678 155 13447
170 631 29505
246 464 20142
506 424 8465
108 219 2065
344 785 2408
616 368 30362
539 301 29827
802 295 20270
36 459 16581
381 458 8142
843 154 9709
718 249 8173
20 670 27713
587 575 16667
743 659 18227
102 139 7767
455 406 16429
585 420 29347
333 418 2444
696 284 28590
722 737 31467
148 747 13238
531 240 12110
32 685 18920
3 428 4823
579 763 8942
678 126 30401
822 534 6843
769 417 602
478 318 8827
645 119 24634
505 107 12919
274 733 31303
261 373 27443
689 54 1425
140 214 6130
94 671 12357
35 349 739
354 404 27580
797 254 6005
239 465 6163
312 669 18809
678 833 23841
309 283 32042
619 654 7320
455 36 117
209 592 26706
791 523 17321
747 354 13229
229 134 29435
633 304 23481
315 140 9315
386 354 13607
195 503 17842
580 438 8248
10 491 25856
421 486 545
277 693 25018
520 708 16536
59 745 7930
772 465 18315
68 766 32750
44 716 2609
30 15 23930
51 143 10226
662 368 20571
342 45 13018
191 515 11633
425 646 22674
676 180 31231
364 681 12307
2 808 31738
32 88 32153
803 456 28358
269 315 11121
817 788 24303
401 690 20924
22 517 20417
233 642 16457
564 178 9161
473 41 25855
368 41 23976
170 694 28319
509 166 16573
291 59 32448
456 51 12690
289 197 28496
333 372 1043
391 553 28421
69 449 14834
158 477 21886
631 384 7625
171 418 23303
350 16 14293
181 423 10556
596 338 24423
710 521 20734
778 1 14425
219 606 26490
202 277 20004
629 661 12078
501 321 18033
237 407 4914
464 611 25402
113 637 28020
739 367 32229
508 423 32291
468 683 31965
220 204 29350
60 80 10376
106 73 27494
359 550 9513
742 561 3977
39 778 25174
457 746 4778
157 480 12027
617 42 10795
537 673 29530
584 162 27184
666 777 27693
274 815 10081
381 305 7403
422 209 2890
588 658 16897
661 791 16342
423 360 1351
519 717 3087
771 592 7207
715 716 5726
338 812 28050
517 269 16316
236 252 12841
634 314 10387
595 844 27421
238 479 15171
466 476 7340
523 801 24961
39 324 32589
713 829 8467
406 210 26344
560 655 4496
141 692 429
598 501 16425
208 342 22629
506 729 30641
714 373 14417
416 463 21078
609 197 29431
180 461 18379
119 273 14957
391 830 26066
